fipscounty,countyname_fips,state,cbsa_code,cbsa_name,ssa_code,state_name,countyname_rate
48063,CAMP,TX,,,45250,TEXAS,CAMP
48065,CARSON,TX,11100,"Amarillo, TX",45251,TEXAS,CARSON
48067,CASS,TX,,,45260,TEXAS,CASS
48069,CASTRO,TX,,,45270,TEXAS,CASTRO
48071,CHAMBERS,TX,26420,"Houston-Pasadena-The Woodlands, TX",45280,TEXAS,CHAMBERS
48073,CHEROKEE,TX,,,45281,TEXAS,CHEROKEE
48075,CHILDRESS,TX,,,45290,TEXAS,CHILDRESS
48077,CLAY,TX,48660,"Wichita Falls, TX",45291,TEXAS,CLAY
48079,COCHRAN,TX,31180,"Lubbock, TX",45292,TEXAS,COCHRAN
48081,COKE,TX,,,45300,TEXAS,COKE
48083,COLEMAN,TX,,,45301,TEXAS,COLEMAN
48085,COLLIN,TX,19124,"Dallas-Plano-Irving, TX",45310,TEXAS,COLLIN
48087,COLLINGSWORTH,TX,,,45311,TEXAS,COLLINGSWORTH
48089,COLORADO,TX,,,45312,TEXAS,COLORADO
48091,COMAL,TX,41700,"San Antonio-New Braunfels, TX",45320,TEXAS,COMAL
48093,COMANCHE,TX,,,45321,TEXAS,COMANCHE
48095,CONCHO,TX,,,45330,TEXAS,CONCHO
48097,COOKE,TX,,,45340,TEXAS,COOKE
48099,CORYELL,TX,28660,"Killeen-Temple, TX",45341,TEXAS,CORYELL
48101,COTTLE,TX,,,45350,TEXAS,COTTLE
48103,CRANE,TX,,,45360,TEXAS,CRANE
48105,CROCKETT,TX,,,45361,TEXAS,CROCKETT
48107,CROSBY,TX,31180,"Lubbock, TX",45362,TEXAS,CROSBY
48109,CULBERSON,TX,,,45370,TEXAS,CULBERSON
48111,DALLAM,TX,,,45380,TEXAS,DALLAM
48113,DALLAS,TX,19124,"Dallas-Plano-Irving, TX",45390,TEXAS,DALLAS
48115,DAWSON,TX,,,45391,TEXAS,DAWSON
48117,DEAF SMITH,TX,,,45392,TEXAS,DEAF SMITH
48119,DELTA,TX,,,45400,TEXAS,DELTA
48121,DENTON,TX,19124,"Dallas-Plano-Irving, TX",45410,TEXAS,DENTON
48123,DE WITT,TX,,,45420,TEXAS,DEWITT
48125,DICKENS,TX,,,45421,TEXAS,DICKENS
48127,DIMMIT,TX,,,45430,TEXAS,DIMMIT
48129,DONLEY,TX,,,45431,TEXAS,DONLEY
48131,DUVAL,TX,,,45440,TEXAS,DUVAL
48133,EASTLAND,TX,,,45450,TEXAS,EASTLAND
48135,ECTOR,TX,36220,"Odessa, TX",45451,TEXAS,ECTOR
48137,EDWARDS,TX,,,45460,TEXAS,EDWARDS
48139,ELLIS,TX,19124,"Dallas-Plano-Irving, TX",45470,TEXAS,ELLIS
48141,EL PASO,TX,21340,"El Paso, TX",45480,TEXAS,EL PASO
48143,ERATH,TX,,,45490,TEXAS,ERATH
48145,FALLS,TX,47380,"Waco, TX",45500,TEXAS,FALLS
48147,FANNIN,TX,,,45510,TEXAS,FANNIN
48149,FAYETTE,TX,,,45511,TEXAS,FAYETTE
48151,FISHER,TX,,,45520,TEXAS,FISHER
48153,FLOYD,TX,,,45521,TEXAS,FLOYD
48155,FOARD,TX,,,45522,TEXAS,FOARD
48157,FORT BEND,TX,26420,"Houston-Pasadena-The Woodlands, TX",45530,TEXAS,FORT BEND
48159,FRANKLIN,TX,,,45531,TEXAS,FRANKLIN
48161,FREESTONE,TX,,,45540,TEXAS,FREESTONE
48163,FRIO,TX,,,45541,TEXAS,FRIO
48165,GAINES,TX,,,45542,TEXAS,GAINES
48167,GALVESTON,TX,26420,"Houston-Pasadena-The Woodlands, TX",45550,TEXAS,GALVESTON
48169,GARZA,TX,31180,"Lubbock, TX",45551,TEXAS,GARZA
48171,GILLESPIE,TX,,,45552,TEXAS,GILLESPIE
48173,GLASSCOCK,TX,,,45560,TEXAS,GLASSCOCK
48175,GOLIAD,TX,47020,"Victoria, TX",45561,TEXAS,GOLIAD
48177,GONZALES,TX,,,45562,TEXAS,GONZALES
48179,GRAY,TX,,,45563,TEXAS,GRAY
48181,GRAYSON,TX,43300,"Sherman-Denison, TX",45564,TEXAS,GRAYSON
48183,GREGG,TX,30980,"Longview, TX",45570,TEXAS,GREGG
48185,GRIMES,TX,,,45580,TEXAS,GRIMES
48187,GUADALUPE,TX,41700,"San Antonio-New Braunfels, TX",45581,TEXAS,GUADALUPE
48189,HALE,TX,,,45582,TEXAS,HALE
48191,HALL,TX,,,45583,TEXAS,HALL
48193,HAMILTON,TX,,,45590,TEXAS,HAMILTON
48195,HANSFORD,TX,,,45591,TEXAS,HANSFORD
48197,HARDEMAN,TX,,,45592,TEXAS,HARDEMAN
48199,HARDIN,TX,13140,"Beaumont-Port Arthur, TX",45600,TEXAS,HARDIN
48201,HARRIS,TX,26420,"Houston-Pasadena-The Woodlands, TX",45610,TEXAS,HARRIS
48203,HARRISON,TX,30980,"Longview, TX",45620,TEXAS,HARRISON
48205,HARTLEY,TX,,,45621,TEXAS,HARTLEY
48207,HASKELL,TX,,,45630,TEXAS,HASKELL
48209,HAYS,TX,12420,"Austin-Round Rock-San Marcos, TX",45631,TEXAS,HAYS
48211,HEMPHILL,TX,,,45632,TEXAS,HEMPHILL
48213,HENDERSON,TX,,,45640,TEXAS,HENDERSON
48215,HIDALGO,TX,32580,"McAllen-Edinburg-Mission, TX",45650,TEXAS,HIDALGO
48217,HILL,TX,,,45651,TEXAS,HILL
48219,HOCKLEY,TX,31180,"Lubbock, TX",45652,TEXAS,HOCKLEY
48221,HOOD,TX,,,45653,TEXAS,HOOD
48223,HOPKINS,TX,,,45654,TEXAS,HOPKINS
48225,HOUSTON,TX,,,45660,TEXAS,HOUSTON
48227,HOWARD,TX,,,45661,TEXAS,HOWARD
48229,HUDSPETH,TX,21340,"El Paso, TX",45662,TEXAS,HUDSPETH
48231,HUNT,TX,19124,"Dallas-Plano-Irving, TX",45670,TEXAS,HUNT
48233,HUTCHINSON,TX,,,45671,TEXAS,HUTCHINSON
48235,IRION,TX,41660,"San Angelo, TX",45672,TEXAS,IRION
48237,JACK,TX,,,45680,TEXAS,JACK
48239,JACKSON,TX,,,45681,TEXAS,JACKSON
48241,JASPER,TX,,,45690,TEXAS,JASPER
48243,JEFF DAVIS,TX,,,45691,TEXAS,JEFF DAVIS
48245,JEFFERSON,TX,13140,"Beaumont-Port Arthur, TX",45700,TEXAS,JEFFERSON
48247,JIM HOGG,TX,,,45710,TEXAS,JIM HOGG
48249,JIM WELLS,TX,,,45711,TEXAS,JIM WELLS
48251,JOHNSON,TX,23104,"Fort Worth-Arlington-Grapevine, TX",45720,TEXAS,JOHNSON
48253,JONES,TX,10180,"Abilene, TX",45721,TEXAS,JONES
48255,KARNES,TX,,,45722,TEXAS,KARNES
48257,KAUFMAN,TX,19124,"Dallas-Plano-Irving, TX",45730,TEXAS,KAUFMAN
48259,KENDALL,TX,41700,"San Antonio-New Braunfels, TX",45731,TEXAS,KENDALL
48261,KENEDY,TX,,,45732,TEXAS,KENEDY
48263,KENT,TX,,,45733,TEXAS,KENT
48265,KERR,TX,,,45734,TEXAS,KERR
48267,KIMBLE,TX,,,45740,TEXAS,KIMBLE
48269,KING,TX,,,45741,TEXAS,KING
48271,KINNEY,TX,,,45742,TEXAS,KINNEY
48273,KLEBERG,TX,,,45743,TEXAS,KLEBERG
48275,KNOX,TX,,,45744,TEXAS,KNOX
48277,LAMAR,TX,,,45750,TEXAS,LAMAR
48279,LAMB,TX,,,45751,TEXAS,LAMB
48281,LAMPASAS,TX,28660,"Killeen-Temple, TX",45752,TEXAS,LAMPASAS
48283,LA SALLE,TX,,,45753,TEXAS,LA SALLE
48285,LAVACA,TX,,,45754,TEXAS,LAVACA
48287,LEE,TX,,,45755,TEXAS,LEE
48289,LEON,TX,,,45756,TEXAS,LEON
48291,LIBERTY,TX,26420,"Houston-Pasadena-The Woodlands, TX",45757,TEXAS,LIBERTY
48293,LIMESTONE,TX,,,45758,TEXAS,LIMESTONE
48295,LIPSCOMB,TX,,,45759,TEXAS,LIPSCOMB
48297,LIVE OAK,TX,,,45760,TEXAS,LIVE OAK
48299,LLANO,TX,,,45761,TEXAS,LLANO
48301,LOVING,TX,,,45762,TEXAS,LOVING
48303,LUBBOCK,TX,31180,"Lubbock, TX",45770,TEXAS,LUBBOCK
48305,LYNN,TX,31180,"Lubbock, TX",45771,TEXAS,LYNN
48307,MC CULLOCH,TX,,,45772,TEXAS,MCCULLOCH
48309,MC LENNAN,TX,47380,"Waco, TX",45780,TEXAS,MCLENNAN
48311,MC MULLEN,TX,,,45781,TEXAS,MCMULLEN
48313,MADISON,TX,,,45782,TEXAS,MADISON
48315,MARION,TX,,,45783,TEXAS,MARION
48317,MARTIN,TX,33260,"Midland, TX",45784,TEXAS,MARTIN
48319,MASON,TX,,,45785,TEXAS,MASON
48321,MATAGORDA,TX,,,45790,TEXAS,MATAGORDA
48323,MAVERICK,TX,20580,"Eagle Pass, TX",45791,TEXAS,MAVERICK
48325,MEDINA,TX,41700,"San Antonio-New Braunfels, TX",45792,TEXAS,MEDINA
48327,MENARD,TX,,,45793,TEXAS,MENARD
48329,MIDLAND,TX,33260,"Midland, TX",45794,TEXAS,MIDLAND
48331,MILAM,TX,,,45795,TEXAS,MILAM
48333,MILLS,TX,,,45796,TEXAS,MILLS
48335,MITCHELL,TX,,,45797,TEXAS,MITCHELL
48337,MONTAGUE,TX,,,45800,TEXAS,MONTAGUE
48339,MONTGOMERY,TX,26420,"Houston-Pasadena-The Woodlands, TX",45801,TEXAS,MONTGOMERY
48341,MOORE,TX,,,45802,TEXAS,MOORE
48343,MORRIS,TX,,,45803,TEXAS,MORRIS
48345,MOTLEY,TX,,,45804,TEXAS,MOTLEY
48347,NACOGDOCHES,TX,,,45810,TEXAS,NACOGDOCHES
48349,NAVARRO,TX,,,45820,TEXAS,NAVARRO
48351,NEWTON,TX,,,45821,TEXAS,NEWTON
48353,NOLAN,TX,,,45822,TEXAS,NOLAN
48355,NUECES,TX,18580,"Corpus Christi, TX",45830,TEXAS,NUECES
48357,OCHILTREE,TX,,,45831,TEXAS,OCHILTREE
48359,OLDHAM,TX,11100,"Amarillo, TX",45832,TEXAS,OLDHAM
48361,ORANGE,TX,13140,"Beaumont-Port Arthur, TX",45840,TEXAS,ORANGE
48363,PALO PINTO,TX,,,45841,TEXAS,PALO PINTO
48365,PANOLA,TX,,,45842,TEXAS,PANOLA
48367,PARKER,TX,23104,"Fort Worth-Arlington-Grapevine, TX",45843,TEXAS,PARKER
48369,PARMER,TX,,,45844,TEXAS,PARMER
48371,PECOS,TX,,,45845,TEXAS,PECOS
48373,POLK,TX,,,45850,TEXAS,POLK
48375,POTTER,TX,11100,"Amarillo, TX",45860,TEXAS,POTTER
48377,PRESIDIO,TX,,,45861,TEXAS,PRESIDIO
48379,RAINS,TX,,,45870,TEXAS,RAINS
48381,RANDALL,TX,11100,"Amarillo, TX",45871,TEXAS,RANDALL
48383,REAGAN,TX,,,45872,TEXAS,REAGAN
48385,REAL,TX,,,45873,TEXAS,REAL
48387,RED RIVER,TX,,,45874,TEXAS,RED RIVER
48389,REEVES,TX,,,45875,TEXAS,REEVES
48391,REFUGIO,TX,,,45876,TEXAS,REFUGIO
48393,ROBERTS,TX,,,45877,TEXAS,ROBERTS
48395,ROBERTSON,TX,17780,"College Station-Bryan, TX",45877,TEXAS,ROBERTS
48393,ROBERTS,TX,,,45878,TEXAS,ROBERTSON
48395,ROBERTSON,TX,17780,"College Station-Bryan, TX",45878,TEXAS,ROBERTSON
48397,ROCKWALL,TX,19124,"Dallas-Plano-Irving, TX",45879,TEXAS,ROCKWALL
48399,RUNNELS,TX,,,45880,TEXAS,RUNNELS
48401,RUSK,TX,30980,"Longview, TX",45881,TEXAS,RUSK
48403,SABINE,TX,,,45882,TEXAS,SABINE
48405,SAN AUGUSTINE,TX,,,45883,TEXAS,SAN AUGUSTINE
48407,SAN JACINTO,TX,26420,"Houston-Pasadena-The Woodlands, TX",45884,TEXAS,SAN JACINTO
48409,SAN PATRICIO,TX,18580,"Corpus Christi, TX",45885,TEXAS,SAN PATRICIO
48411,SAN SABA,TX,,,45886,TEXAS,SAN SABA
48413,SCHLEICHER,TX,,,45887,TEXAS,SCHLEICHER
48415,SCURRY,TX,,,45888,TEXAS,SCURRY
48417,SHACKELFORD,TX,,,45889,TEXAS,SHACKELFORD
48419,SHELBY,TX,,,45890,TEXAS,SHELBY
48421,SHERMAN,TX,,,45891,TEXAS,SHERMAN
48423,SMITH,TX,46340,"Tyler, TX",45892,TEXAS,SMITH
48425,SOMERVELL,TX,,,45893,TEXAS,SOMERVELL
48427,STARR,TX,,,45900,TEXAS,STARR
48429,STEPHENS,TX,,,45901,TEXAS,STEPHENS
48431,STERLING,TX,,,45902,TEXAS,STERLING
48433,STONEWALL,TX,,,45903,TEXAS,STONEWALL
48435,SUTTON,TX,,,45904,TEXAS,SUTTON
48437,SWISHER,TX,,,45905,TEXAS,SWISHER
48439,TARRANT,TX,23104,"Fort Worth-Arlington-Grapevine, TX",45910,TEXAS,TARRANT
48441,TAYLOR,TX,10180,"Abilene, TX",45911,TEXAS,TAYLOR
48443,TERRELL,TX,,,45912,TEXAS,TERRELL
48445,TERRY,TX,,,45913,TEXAS,TERRY
48447,THROCKMORTON,TX,,,45920,TEXAS,THROCKMORTON
48449,TITUS,TX,,,45921,TEXAS,TITUS
48451,TOM GREEN,TX,41660,"San Angelo, TX",45930,TEXAS,TOM GREEN
48453,TRAVIS,TX,12420,"Austin-Round Rock-San Marcos, TX",45940,TEXAS,TRAVIS
48455,TRINITY,TX,,,45941,TEXAS,TRINITY
48457,TYLER,TX,,,45942,TEXAS,TYLER
48459,UPSHUR,TX,30980,"Longview, TX",45943,TEXAS,UPSHUR
48461,UPTON,TX,,,45944,TEXAS,UPTON
48463,UVALDE,TX,,,45945,TEXAS,UVALDE
48465,VAL VERDE,TX,,,45946,TEXAS,VAL VERDE
48467,VAN ZANDT,TX,,,45947,TEXAS,VAN ZANDT
48469,VICTORIA,TX,47020,"Victoria, TX",45948,TEXAS,VICTORIA
48471,WALKER,TX,,,45949,TEXAS,WALKER
48473,WALLER,TX,26420,"Houston-Pasadena-The Woodlands, TX",45950,TEXAS,WALLER
48475,WARD,TX,,,45951,TEXAS,WARD
48477,WASHINGTON,TX,,,45952,TEXAS,WASHINGTON
48479,WEBB,TX,29700,"Laredo, TX",45953,TEXAS,WEBB
48481,WHARTON,TX,,,45954,TEXAS,WHARTON
48483,WHEELER,TX,,,45955,TEXAS,WHEELER
48485,WICHITA,TX,48660,"Wichita Falls, TX",45960,TEXAS,WICHITA
48487,WILBARGER,TX,,,45961,TEXAS,WILBARGER
48489,WILLACY,TX,,,45962,TEXAS,WILLACY
48491,WILLIAMSON,TX,12420,"Austin-Round Rock-San Marcos, TX",45970,TEXAS,WILLIAMSON
48493,WILSON,TX,41700,"San Antonio-New Braunfels, TX",45971,TEXAS,WILSON
48495,WINKLER,TX,,,45972,TEXAS,WINKLER
48497,WISE,TX,23104,"Fort Worth-Arlington-Grapevine, TX",45973,TEXAS,WISE
48499,WOOD,TX,,,45974,TEXAS,WOOD
48501,YOAKUM,TX,,,45980,TEXAS,YOAKUM
48503,YOUNG,TX,,,45981,TEXAS,YOUNG
48505,ZAPATA,TX,,,45982,TEXAS,ZAPATA
48507,ZAVALA,TX,,,45983,TEXAS,ZAVALA
49001,BEAVER,UT,,,46000,UTAH,BEAVER
49003,BOX ELDER,UT,,,46010,UTAH,BOX ELDER
49005,CACHE,UT,30860,"Logan, UT-ID",46020,UTAH,CACHE
49007,CARBON,UT,,,46030,UTAH,CARBON
49009,DAGGETT,UT,,,46040,UTAH,DAGGETT
49011,DAVIS,UT,36260,"Ogden, UT",46050,UTAH,DAVIS
49013,DUCHESNE,UT,,,46060,UTAH,DUCHESNE
49015,EMERY,UT,,,46070,UTAH,EMERY
49017,GARFIELD,UT,,,46080,UTAH,GARFIELD
49019,GRAND,UT,,,46090,UTAH,GRAND
49021,IRON,UT,,,46100,UTAH,IRON
49023,JUAB,UT,39340,"Provo-Orem-Lehi, UT",46110,UTAH,JUAB
49025,KANE,UT,,,46120,UTAH,KANE
49027,MILLARD,UT,,,46130,UTAH,MILLARD
49029,MORGAN,UT,36260,"Ogden, UT",46140,UTAH,MORGAN
49031,PIUTE,UT,,,46150,UTAH,PIUTE
49033,RICH,UT,,,46160,UTAH,RICH
49035,SALT LAKE,UT,41620,"Salt Lake City-Murray, UT",46170,UTAH,SALT LAKE
49037,SAN JUAN,UT,,,46180,UTAH,SAN JUAN
49039,SANPETE,UT,,,46190,UTAH,SANPETE
49041,SEVIER,UT,,,46200,UTAH,SEVIER
49043,SUMMIT,UT,,,46210,UTAH,SUMMIT
49045,TOOELE,UT,41620,"Salt Lake City-Murray, UT",46220,UTAH,TOOELE
49047,UINTAH,UT,,,46230,UTAH,UINTAH
49049,UTAH,UT,39340,"Provo-Orem-Lehi, UT",46240,UTAH,UTAH
49051,WASATCH,UT,,,46250,UTAH,WASATCH
49053,WASHINGTON,UT,41100,"St. George, UT",46260,UTAH,WASHINGTON
49055,WAYNE,UT,,,46270,UTAH,WAYNE
49057,WEBER,UT,36260,"Ogden, UT",46280,UTAH,WEBER
51001,ACCOMACK,VA,,,49000,VIRGINIA,ACCOMACK
51003,ALBEMARLE,VA,16820,"Charlottesville, VA",49010,VIRGINIA,ALBEMARLE
51510,ALEXANDRIA CITY,VA,11694,"Arlington-Alexandria-Reston, VA-WV",49011,VIRGINIA,ALEXANDRIA CITY
51005,ALLEGHANY,VA,,,49020,VIRGINIA,ALLEGHANY
51007,AMELIA,VA,40060,"Richmond, VA",49030,VIRGINIA,AMELIA
51009,AMHERST,VA,31340,"Lynchburg, VA",49040,VIRGINIA,AMHERST
51011,APPOMATTOX,VA,31340,"Lynchburg, VA",49050,VIRGINIA,APPOMATTOX
51013,ARLINGTON,VA,11694,"Arlington-Alexandria-Reston, VA-WV",49060,VIRGINIA,ARLINGTON
51015,AUGUSTA,VA,44420,"Staunton-Stuarts Draft, VA",49070,VIRGINIA,AUGUSTA
51017,BATH,VA,,,49080,VIRGINIA,BATH
51019,BEDFORD,VA,31340,"Lynchburg, VA",49090,VIRGINIA,BEDFORD
51021,BLAND,VA,,,49100,VIRGINIA,BLAND
51023,BOTETOURT,VA,40220,"Roanoke, VA",49110,VIRGINIA,BOTETOURT
51520,BRISTOL CITY,VA,28700,"Kingsport-Bristol, TN-VA",49111,VIRGINIA,BRISTOL CITY
51025,BRUNSWICK,VA,,,49120,VIRGINIA,BRUNSWICK
51027,BUCHANAN,VA,,,49130,VIRGINIA,BUCHANAN
51029,BUCKINGHAM,VA,,,49140,VIRGINIA,BUCKINGHAM
51530,BUENA VISTA CITY,VA,,,49141,VIRGINIA,BUENA VISTA CITY
51031,CAMPBELL,VA,31340,"Lynchburg, VA",49150,VIRGINIA,CAMPBELL
51033,CAROLINE,VA,,,49160,VIRGINIA,CAROLINE
51035,CARROLL,VA,,,49170,VIRGINIA,CARROLL
51036,CHARLES CITY,VA,40060,"Richmond, VA",49180,VIRGINIA,CHARLES CITY
51037,CHARLOTTE,VA,,,49190,VIRGINIA,CHARLOTTE
51540,CHARLOTTESVILLE CITY,VA,16820,"Charlottesville, VA",49190,VIRGINIA,CHARLOTTE
51037,CHARLOTTE,VA,,,49191,VIRGINIA,CHARLOTTESVILLE CITY
51540,CHARLOTTESVILLE CITY,VA,16820,"Charlottesville, VA",49191,VIRGINIA,CHARLOTTESVILLE CITY
51550,CHESAPEAKE CITY,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",49194,VIRGINIA,CHESAPEAKE CITY
51041,CHESTERFIELD,VA,40060,"Richmond, VA",49200,VIRGINIA,CHESTERFIELD
51043,CLARKE,VA,11694,"Arlington-Alexandria-Reston, VA-WV",49210,VIRGINIA,CLARKE
51570,COLONIAL HEIGHTS CITY,VA,40060,"Richmond, VA",49212,VIRGINIA,COLONIAL HEIGHTS CITY
51580,COVINGTON CITY,VA,,,49213,VIRGINIA,COVINGTON CITY
51045,CRAIG,VA,40220,"Roanoke, VA",49220,VIRGINIA,CRAIG
51047,CULPEPER,VA,11694,"Arlington-Alexandria-Reston, VA-WV",49230,VIRGINIA,CULPEPER
51049,CUMBERLAND,VA,,,49240,VIRGINIA,CUMBERLAND
51590,DANVILLE CITY,VA,,,49241,VIRGINIA,DANVILLE CITY
51051,DICKENSON,VA,,,49250,VIRGINIA,DICKENSON
51053,DINWIDDIE,VA,40060,"Richmond, VA",49260,VIRGINIA,DINWIDDIE
51595,EMPORIA CITY,VA,,,49270,VIRGINIA,EMPORIA CITY
51057,ESSEX,VA,,,49280,VIRGINIA,ESSEX
51059,FAIRFAX,VA,11694,"Arlington-Alexandria-Reston, VA-WV",49288,VIRGINIA,FAIRFAX CITY
51600,FAIRFAX CITY,VA,11694,"Arlington-Alexandria-Reston, VA-WV",49288,VIRGINIA,FAIRFAX CITY
51059,FAIRFAX,VA,11694,"Arlington-Alexandria-Reston, VA-WV",49290,VIRGINIA,FAIRFAX
51600,FAIRFAX CITY,VA,11694,"Arlington-Alexandria-Reston, VA-WV",49290,VIRGINIA,FAIRFAX
51610,FALLS CHURCH CITY,VA,11694,"Arlington-Alexandria-Reston, VA-WV",49291,VIRGINIA,FALLS CHURCH CITY
51061,FAUQUIER,VA,11694,"Arlington-Alexandria-Reston, VA-WV",49300,VIRGINIA,FAUQUIER
51063,FLOYD,VA,13980,"Blacksburg-Christiansburg-Radford, VA",49310,VIRGINIA,FLOYD
51065,FLUVANNA,VA,16820,"Charlottesville, VA",49320,VIRGINIA,FLUVANNA
51067,FRANKLIN,VA,40220,"Roanoke, VA",49328,VIRGINIA,FRANKLIN CITY
51620,FRANKLIN CITY,VA,,,49328,VIRGINIA,FRANKLIN CITY
51067,FRANKLIN,VA,40220,"Roanoke, VA",49330,VIRGINIA,FRANKLIN
51620,FRANKLIN CITY,VA,,,49330,VIRGINIA,FRANKLIN
51069,FREDERICK,VA,49020,"Winchester, VA-WV",49340,VIRGINIA,FREDERICK
51630,FREDERICKSBURG CITY,VA,11694,"Arlington-Alexandria-Reston, VA-WV",49340,VIRGINIA,FREDERICK
51069,FREDERICK,VA,49020,"Winchester, VA-WV",49342,VIRGINIA,FREDERICKSBURG CITY
51630,FREDERICKSBURG CITY,VA,11694,"Arlington-Alexandria-Reston, VA-WV",49342,VIRGINIA,FREDERICKSBURG CITY
51640,GALAX CITY,VA,,,49343,VIRGINIA,GALAX CITY
51071,GILES,VA,13980,"Blacksburg-Christiansburg-Radford, VA",49350,VIRGINIA,GILES
51073,GLOUCESTER,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",49360,VIRGINIA,GLOUCESTER
51075,GOOCHLAND,VA,40060,"Richmond, VA",49370,VIRGINIA,GOOCHLAND
51077,GRAYSON,VA,,,49380,VIRGINIA,GRAYSON
51079,GREENE,VA,16820,"Charlottesville, VA",49390,VIRGINIA,GREENE
51081,GREENSVILLE,VA,,,49400,VIRGINIA,GREENSVILLE
51083,HALIFAX,VA,,,49410,VIRGINIA,HALIFAX
51650,HAMPTON CITY,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",49411,VIRGINIA,HAMPTON CITY
51085,HANOVER,VA,40060,"Richmond, VA",49420,VIRGINIA,HANOVER
51660,HARRISONBURG CITY,VA,25500,"Harrisonburg, VA",49421,VIRGINIA,HARRISONBURG CITY
51087,HENRICO,VA,40060,"Richmond, VA",49430,VIRGINIA,HENRICO
51089,HENRY,VA,,,49440,VIRGINIA,HENRY
51091,HIGHLAND,VA,,,49450,VIRGINIA,HIGHLAND
51670,HOPEWELL CITY,VA,40060,"Richmond, VA",49451,VIRGINIA,HOPEWELL CITY
51093,ISLE OF WIGHT,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",49460,VIRGINIA,ISLE OF WIGHT
51095,JAMES CITY,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",49470,VIRGINIA,JAMES CITY
51097,KING AND QUEEN,VA,40060,"Richmond, VA",49480,VIRGINIA,KING AND QUEEN
51099,KING GEORGE,VA,,,49490,VIRGINIA,KING GEORGE
51101,KING WILLIAM,VA,40060,"Richmond, VA",49500,VIRGINIA,KING WILLIAM
51103,LANCASTER,VA,,,49510,VIRGINIA,LANCASTER
51105,LEE,VA,,,49520,VIRGINIA,LEE
51678,LEXINGTON CITY,VA,,,49522,VIRGINIA,LEXINGTON CITY
51107,LOUDOUN,VA,11694,"Arlington-Alexandria-Reston, VA-WV",49530,VIRGINIA,LOUDOUN
51109,LOUISA,VA,,,49540,VIRGINIA,LOUISA
51111,LUNENBURG,VA,,,49550,VIRGINIA,LUNENBURG
51680,LYNCHBURG CITY,VA,31340,"Lynchburg, VA",49551,VIRGINIA,LYNCHBURG CITY
51113,MADISON,VA,,,49560,VIRGINIA,MADISON
51690,MARTINSVILLE CITY,VA,,,49561,VIRGINIA,MARTINSVILLE CITY
51683,MANASSAS CITY,VA,11694,"Arlington-Alexandria-Reston, VA-WV",49563,VIRGINIA,MANASSAS CITY
51685,MANASSAS PARK CITY,VA,11694,"Arlington-Alexandria-Reston, VA-WV",49563,VIRGINIA,MANASSAS CITY
51683,MANASSAS CITY,VA,11694,"Arlington-Alexandria-Reston, VA-WV",49565,VIRGINIA,MANASSAS PARK CITY
51685,MANASSAS PARK CITY,VA,11694,"Arlington-Alexandria-Reston, VA-WV",49565,VIRGINIA,MANASSAS PARK CITY
51115,MATHEWS,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",49570,VIRGINIA,MATHEWS
51117,MECKLENBURG,VA,,,49580,VIRGINIA,MECKLENBURG
51119,MIDDLESEX,VA,,,49590,VIRGINIA,MIDDLESEX
51121,MONTGOMERY,VA,13980,"Blacksburg-Christiansburg-Radford, VA",49600,VIRGINIA,MONTGOMERY
51125,NELSON,VA,16820,"Charlottesville, VA",49620,VIRGINIA,NELSON
51127,NEW KENT,VA,40060,"Richmond, VA",49621,VIRGINIA,NEW KENT
51700,NEWPORT NEWS CITY,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",49622,VIRGINIA,NEWPORT NEWS CITY
51710,NORFOLK CITY,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",49641,VIRGINIA,NORFOLK CITY
51131,NORTHAMPTON,VA,,,49650,VIRGINIA,NORTHAMPTON
51133,NORTHUMBERLND,VA,,,49660,VIRGINIA,NORTHUMBERLAND
51720,NORTON CITY,VA,,,49661,VIRGINIA,NORTON CITY
51135,NOTTOWAY,VA,,,49670,VIRGINIA,NOTTOWAY
51137,ORANGE,VA,,,49680,VIRGINIA,ORANGE
51139,PAGE,VA,,,49690,VIRGINIA,PAGE
51141,PATRICK,VA,,,49700,VIRGINIA,PATRICK
51730,PETERSBURG CITY,VA,40060,"Richmond, VA",49701,VIRGINIA,PETERSBURG CITY
51143,PITTSYLVANIA,VA,,,49710,VIRGINIA,PITTSYLVANIA
51740,PORTSMOUTH CITY,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",49711,VIRGINIA,PORTSMOUTH CITY
51735,POQUOSON,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",49712,VIRGINIA,POQUOSON CITY
51145,POWHATAN,VA,40060,"Richmond, VA",49720,VIRGINIA,POWHATAN
51147,PRINCE EDWARD,VA,,,49730,VIRGINIA,PRINCE EDWARD
51149,PRINCE GEORGE,VA,40060,"Richmond, VA",49740,VIRGINIA,PRINCE GEORGE
51153,PRINCE WILLIAM,VA,11694,"Arlington-Alexandria-Reston, VA-WV",49750,VIRGINIA,PRINCE WILLIAM
